Gene stable ID	Human gene stable ID	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Gene name
ENSMUSG00000030604	ENSG00000128000	ZNF780B	ortholog_many2many	0	34.9112	28.3313	Zfp626
ENSMUSG00000030604	ENSG00000197782	ZNF780A	ortholog_many2many	0	35.503	37.3832	Zfp626
ENSMUSG00000001891	ENSG00000169764	UGP2	ortholog_one2one	1	98.8189	98.8189	Ugp2
ENSMUSG00000044595	ENSG00000256453	DND1	ortholog_one2one	1	86.6477	86.4023	Dnd1
ENSMUSG00000034394	ENSG00000128342	LIF	ortholog_one2one	1	79.803	80.198	Lif
ENSMUSG00000096950							Gm9530
ENSMUSG00000083206							Gm11338
ENSMUSG00000101734							4933400C23Rik
ENSMUSG00000048200	ENSG00000177685	CRACR2B	ortholog_one2one	1	74.3655	73.4336	Cracr2b
ENSMUSG00000100461							Gm28948
ENSMUSG00000056708	ENSG00000162783	IER5	ortholog_one2one	1	76.2987	71.8654	Ier5
ENSMUSG00000104966							Gm43273
ENSMUSG00000032812	ENSG00000186635	ARAP1	ortholog_one2one	1	90.2151	89.6552	Arap1
ENSMUSG00000029330	ENSG00000163624	CDS1	ortholog_one2one	1	95.8785	95.8785	Cds1
ENSMUSG00000067365	ENSG00000132406	TMEM128	ortholog_one2one	1	81.5951	80.6061	Tmem128
ENSMUSG00000008540	ENSG00000008394	MGST1	ortholog_one2one	1	82.5806	82.5806	Mgst1
ENSMUSG00000032344	ENSG00000164430	MB21D1	ortholog_one2one	1	56.0158	54.4061	Mb21d1
ENSMUSG00000083281							Gm13332
ENSMUSG00000104469							Gm37663
ENSMUSG00000027762	ENSG00000198829	SUCNR1	ortholog_one2one	1	71.9243	68.2635	Sucnr1
ENSMUSG00000025357	ENSG00000065357	DGKA	ortholog_one2one	1	82.8767	82.3129	Dgka
ENSMUSG00000067338							Tuba3b
ENSMUSG00000105406							Gm43247
ENSMUSG00000093627							Vmn2r-ps121
ENSMUSG00000042240	ENSG00000244752	CRYBB2	ortholog_one2one	1	97.0732	97.0732	Crybb2
ENSMUSG00000023267	ENSG00000111886	GABRR2	ortholog_one2one	1	85.5102	90.1075	Gabrr2
ENSMUSG00000091859							Vmn2r100
ENSMUSG00000107270							Tgif1-ps
ENSMUSG00000026585	ENSG00000075945	KIFAP3	ortholog_one2one	1	97.7301	97.8535	Kifap3
ENSMUSG00000109991							Gm6284
ENSMUSG00000085658							Gm15704
ENSMUSG00000005360	ENSG00000079215	SLC1A3	ortholog_one2one	1	96.5009	96.679	Slc1a3
ENSMUSG00000093622							Gm20703
ENSMUSG00000036181	ENSG00000187837	HIST1H1C	ortholog_one2one	1	88.6792	88.2629	Hist1h1c
ENSMUSG00000056537							Rlim
ENSMUSG00000105632							Gm43272
ENSMUSG00000106119							Gm43656
ENSMUSG00000108108							Gm44270
ENSMUSG00000087052							Gm8093
ENSMUSG00000040016	ENSG00000050628	PTGER3	ortholog_one2one	1	80.3867	69.6172	Ptger3
ENSMUSG00000110542							Gm45858
ENSMUSG00000028845	ENSG00000092850	TEKT2	ortholog_one2one	1	83.7209	83.7209	Tekt2
ENSMUSG00000002983	ENSG00000104856	RELB	ortholog_one2one	1	89.7849	86.5285	Relb
ENSMUSG00000104519							Gm37161
ENSMUSG00000102723							Gm37936
ENSMUSG00000025358	ENSG00000123374	CDK2	ortholog_one2one	1	85.2601	98.9933	Cdk2
ENSMUSG00000083910							Gm13604
ENSMUSG00000037683	ENSG00000165309	ARMC3	ortholog_one2one	1	81.1578	81.9954	Armc3
ENSMUSG00000097067							Gm26743
ENSMUSG00000104398							Gm37964
ENSMUSG00000028836	ENSG00000158014	SLC30A2	ortholog_one2one	1	78.9757	78.7634	Slc30a2
ENSMUSG00000034780	ENSG00000172318	B3GALT1	ortholog_one2one	1	100	100	B3galt1
ENSMUSG00000087253							Gm12043
ENSMUSG00000070342							Gm10287
ENSMUSG00000082823							Gm15828
ENSMUSG00000032380	ENSG00000035664	DAPK2	ortholog_one2one	1	97.2973	97.2973	Dapk2
ENSMUSG00000073787							Gm10575
ENSMUSG00000043618							Eif5al3-ps
ENSMUSG00000101548							Gm9220
ENSMUSG00000103047							Gm37310
ENSMUSG00000094892							Vmn2r101
ENSMUSG00000064115	ENSG00000175161	CADM2	ortholog_one2one	1	94.5545	87.4142	Cadm2
ENSMUSG00000108074							4930595O18Rik
ENSMUSG00000108749							Gm44767
ENSMUSG00000081299							Gm13603
ENSMUSG00000094676							Gm10105
ENSMUSG00000081257							Gm13607
ENSMUSG00000030423	ENSG00000105171	POP4	ortholog_one2one	1	82.3529	82.7273	Pop4
ENSMUSG00000050555	ENSG00000198331	HYLS1	ortholog_one2one	1	77.707	81.6054	Hyls1
ENSMUSG00000025510	ENSG00000177697	CD151	ortholog_one2one	1	93.6759	93.6759	Cd151
ENSMUSG00000020907	ENSG00000109047	RCVRN	ortholog_one2one	1	87.1287	88	Rcvrn
ENSMUSG00000020019	ENSG00000074527	NTN4	ortholog_one2one	1	89.8089	89.8089	Ntn4
ENSMUSG00000006344	ENSG00000099998	GGT5	ortholog_one2one	1	79.9302	78.0238	Ggt5
ENSMUSG00000106515							Gm30382
ENSMUSG00000030824	ENSG00000104805	NUCB1	ortholog_one2one	1	86.2745	85.9002	Nucb1
ENSMUSG00000096056							Gm21986
ENSMUSG00000087058							Gm12301
ENSMUSG00000027852	ENSG00000213281	NRAS	ortholog_one2one	1	99.4709	99.4709	Nras
ENSMUSG00000086984							Gm6762
ENSMUSG00000105797							Gm42649
ENSMUSG00000031302	ENSG00000196338	NLGN3	ortholog_one2one	1	99.0303	96.3443	Nlgn3
ENSMUSG00000032099	ENSG00000237353	PATE4	ortholog_one2one	0	40.404	40.8163	Pate4
ENSMUSG00000086680							Gm11592
ENSMUSG00000033066	ENSG00000007237	GAS7	ortholog_one2one	1	97.3558	85.084	Gas7
ENSMUSG00000087394							Gm12945
ENSMUSG00000024308	ENSG00000231925	TAPBP	ortholog_one2one	1	71.03	65.6746	Tapbp
ENSMUSG00000086141							9030622O22Rik
ENSMUSG00000026203	ENSG00000135924	DNAJB2	ortholog_one2one	1	85.1852	85.1852	Dnajb2
ENSMUSG00000075078	ENSG00000181961	OR4A16	ortholog_many2many	0	68.4713	65.5488	Olfr1250
ENSMUSG00000075078	ENSG00000225997	OR4A8	ortholog_many2many	0	67.1974	66.9841	Olfr1250
ENSMUSG00000075078	ENSG00000221840	OR4A5	ortholog_many2many	0	70.3822	70.1587	Olfr1250
ENSMUSG00000106029							Gm4410
ENSMUSG00000074452	ENSG00000196844	PATE2	ortholog_one2one	1	65.7658	64.6018	Pate2
ENSMUSG00000053977	ENSG00000153563	CD8A	ortholog_one2one	0	47.3684	49.7872	Cd8a
ENSMUSG00000105527							4933424H11Rik
ENSMUSG00000085723							Gm15915
ENSMUSG00000106245							Gm43824
ENSMUSG00000028580	ENSG00000134644	PUM1	ortholog_one2one	1	98.8225	98.9057	Pum1
ENSMUSG00000099646							Gm28541
ENSMUSG00000086891							Gm15963
ENSMUSG00000090159							Gm8580
ENSMUSG00000037025	ENSG00000125798	FOXA2	ortholog_one2one	1	96.9893	97.4082	Foxa2
ENSMUSG00000026463	ENSG00000058668	ATP2B4	ortholog_one2one	1	84.8133	84.8133	Atp2b4
ENSMUSG00000075267	ENSG00000204311	DFNB59	ortholog_one2one	1	96.0227	96.0227	Dfnb59
ENSMUSG00000073731							AI507597
ENSMUSG00000106632							Gm33466
ENSMUSG00000101410							Gm28581
ENSMUSG00000106419							Gm5550
ENSMUSG00000043085	ENSG00000162460	TMEM82	ortholog_one2one	1	76.4045	79.3003	Tmem82
ENSMUSG00000025359	ENSG00000185664	PMEL	ortholog_one2one	1	79.0735	74.1018	Pmel
ENSMUSG00000094995	ENSG00000236027	PATE3	ortholog_one2one	1	64.2857	64.2857	Pate3
ENSMUSG00000017453	ENSG00000179761	PIPOX	ortholog_one2one	1	81.0256	81.0256	Pipox
ENSMUSG00000110166							Gm45641
ENSMUSG00000074171							Gm6658
ENSMUSG00000091215	ENSG00000171053	PATE1	ortholog_one2one	1	61.6	61.1111	Pate1
ENSMUSG00000030884	ENSG00000140740	UQCRC2	ortholog_one2one	1	85.6512	85.6512	Uqcrc2
ENSMUSG00000091260							Vmn2r19
ENSMUSG00000045178							4933411O13Rik
ENSMUSG00000032103	ENSG00000110060	PUS3	ortholog_one2one	1	85.447	85.447	Pus3
ENSMUSG00000021190	ENSG00000100600	LGMN	ortholog_one2one	1	82.7586	83.1409	Lgmn
ENSMUSG00000099535							Gm28542
ENSMUSG00000099606							Gm28537
ENSMUSG00000080840							Gm11349
ENSMUSG00000092599							1700010K23Rik
ENSMUSG00000027940	ENSG00000143549	TPM3	ortholog_one2many	1	87.0175	87.0175	Tpm3
ENSMUSG00000100248							Gm28950
ENSMUSG00000020474	ENSG00000122678	POLM	ortholog_one2one	1	55.2419	53.937	Polm
ENSMUSG00000100063							Gm28538
ENSMUSG00000074236							Gm9387
ENSMUSG00000083530							Gm13867
ENSMUSG00000046354	ENSG00000176797	DEFB103A	ortholog_one2many	1	68.6567	68.6567	Defb14
ENSMUSG00000046354	ENSG00000177243	DEFB103B	ortholog_one2many	1	68.6567	68.6567	Defb14
ENSMUSG00000100722							Gm29569
ENSMUSG00000094145							Vmn2r20
ENSMUSG00000059230							Defb4
ENSMUSG00000049928	ENSG00000065325	GLP2R	ortholog_one2one	1	81.0547	75.0452	Glp2r
ENSMUSG00000071738	ENSG00000234469	CLDN34	ortholog_one2many	0	36.8421	35.9813	Cldn34b3
ENSMUSG00000078779							Zfp59
ENSMUSG00000030180	ENSG00000073614	KDM5A	ortholog_one2one	1	96.6864	96.6864	Kdm5a
ENSMUSG00000051390	ENSG00000236104	ZBTB22	ortholog_one2one	1	85.8934	86.4353	Zbtb22
ENSMUSG00000025337	ENSG00000126524	SBDS	ortholog_one2one	1	97.2	97.2	Sbds
ENSMUSG00000108056							Gm43941
ENSMUSG00000099640							Gm28543
ENSMUSG00000099823							Gm28054
ENSMUSG00000026471	ENSG00000153029	MR1	ortholog_one2one	1	75.6598	75.6598	Mr1
ENSMUSG00000032715	ENSG00000101255	TRIB3	ortholog_one2one	1	74.0113	68.0519	Trib3
ENSMUSG00000082161							Gm11350
ENSMUSG00000093652							Vmn2r-ps31
ENSMUSG00000108934							Gm44732
ENSMUSG00000091490	ENSG00000179046	TRIML2	ortholog_one2one	1	58.7264	56.9794	Triml2
ENSMUSG00000111601							RP23-346G14.1
ENSMUSG00000086531							Gm11351
ENSMUSG00000091415	ENSG00000155085	AK9	ortholog_one2one	1	68.9546	68.3412	Ak9
ENSMUSG00000037664	ENSG00000129757	CDKN1C	ortholog_one2one	0	46.5517	51.2658	Cdkn1c
ENSMUSG00000093820							Vmn2r21
ENSMUSG00000101438							Gm19412
ENSMUSG00000081061							Gm14712
ENSMUSG00000035505	ENSG00000163626	COX18	ortholog_one2one	1	78.3133	77.8443	Cox18
ENSMUSG00000040043	ENSG00000076067	RBMS2	ortholog_one2one	1	89.295	84.0295	Rbms2
ENSMUSG00000111315							RP23-346G14.3
ENSMUSG00000027669	ENSG00000114450	GNB4	ortholog_one2one	1	96.7647	96.7647	Gnb4
ENSMUSG00000110822							RP23-346G14.2
ENSMUSG00000002345	ENSG00000213999	MEF2B	ortholog_many2many	1	72.7794	69.0217	Borcs8
ENSMUSG00000002345	ENSG00000064489	BORCS8-MEF2B	ortholog_many2many	0	61.6046	58.9041	Borcs8
ENSMUSG00000106058							Gm43013
ENSMUSG00000085559							Gm11959
ENSMUSG00000055045							Gm11190
ENSMUSG00000028062	ENSG00000116586	LAMTOR2	ortholog_one2one	1	99.2	99.2	Lamtor2
ENSMUSG00000105734							4930558C23Rik
ENSMUSG00000020330	ENSG00000072571	HMMR	ortholog_one2one	1	68.136	74.6207	Hmmr
ENSMUSG00000095961							Vmn2r102
ENSMUSG00000056999	ENSG00000119912	IDE	ortholog_one2one	1	95.846	92.8361	Ide
ENSMUSG00000029472	ENSG00000089053	ANAPC5	ortholog_one2one	1	94.7297	92.8477	Anapc5
ENSMUSG00000096898							Gm20867
ENSMUSG00000109739							Gm17949
ENSMUSG00000081434							Gm14165
ENSMUSG00000085512							Gm11958
ENSMUSG00000023348	ENSG00000087077	TRIP6	ortholog_one2one	1	86.4583	87.1849	Trip6
ENSMUSG00000023286	ENSG00000160087	UBE2J2	ortholog_one2one	1	90.0369	88.7273	Ube2j2
ENSMUSG00000059361	ENSG00000125841	NRSN2	ortholog_one2one	1	57.9208	57.3529	Nrsn2
ENSMUSG00000083750							Gm14108
ENSMUSG00000079559	ENSG00000214290	COLCA2	ortholog_one2one	1	66.9456	63.745	Gm684
ENSMUSG00000033389	ENSG00000006740	ARHGAP44	ortholog_one2one	1	94.1099	87.8973	Arhgap44
ENSMUSG00000099923							1700105P06Rik
ENSMUSG00000020799	ENSG00000167858	TEKT1	ortholog_one2one	1	82.5359	82.5359	Tekt1
ENSMUSG00000037014	ENSG00000132671	SSTR4	ortholog_one2one	1	89.0909	88.4021	Sstr4
ENSMUSG00000044694							2010007H06Rik
ENSMUSG00000068062							Gm14164
ENSMUSG00000082669							Gm5393
ENSMUSG00000074743	ENSG00000178726	THBD	ortholog_one2one	1	67.591	67.8261	Thbd
ENSMUSG00000030259	ENSG00000123094	RASSF8	ortholog_one2one	1	91.6468	91.6468	Rassf8
ENSMUSG00000096530							Gm11758
ENSMUSG00000079033	ENSG00000213999	MEF2B	ortholog_many2many	1	72.7794	69.0217	Mef2b
ENSMUSG00000079033	ENSG00000064489	BORCS8-MEF2B	ortholog_many2many	1	61.6046	58.9041	Mef2b
ENSMUSG00000096177							Gm5070
ENSMUSG00000032267	ENSG00000048028	USP28	ortholog_one2one	1	89.4386	87.2795	Usp28
ENSMUSG00000108935							4930588G17Rik
ENSMUSG00000044134	ENSG00000198324	FAM109A	ortholog_one2one	1	56.7669	57.6336	Fam109a
ENSMUSG00000082911							Gm14119
ENSMUSG00000104646							Gm9173
ENSMUSG00000086596	ENSG00000173705	SUSD5	ortholog_one2one	1	68.9822	67.8855	Susd5
ENSMUSG00000030887	ENSG00000155714	PDZD9	ortholog_one2one	1	52.6316	68.6274	Pdzd9
ENSMUSG00000100374							Gm4451
ENSMUSG00000049232	ENSG00000180346	TIGD2	ortholog_one2one	1	88.1905	88.1905	Tigd2
ENSMUSG00000027435	ENSG00000125810	CD93	ortholog_one2one	1	68.6335	67.7914	Cd93
ENSMUSG00000084358							Gm11352
ENSMUSG00000111734							RP23-63L7.3
ENSMUSG00000109926	ENSG00000104808	DHDH	ortholog_one2many	0	58.5551	46.1078	Gm45808
ENSMUSG00000000154	ENSG00000110628	SLC22A18	ortholog_one2one	1	78.2927	75.7076	Slc22a18
ENSMUSG00000055811	ENSG00000156282	CLDN17	ortholog_one2one	1	81.6964	81.6964	Cldn17
ENSMUSG00000026933	ENSG00000130559	CAMSAP1	ortholog_one2one	1	85.9671	84.8939	Camsap1
ENSMUSG00000019826	ENSG00000112365	ZBTB24	ortholog_one2one	1	80.2817	81.7791	Zbtb24
ENSMUSG00000003873	ENSG00000087088	BAX	ortholog_one2one	1	77.6042	68.3486	Bax
ENSMUSG00000087678							Gm14120
ENSMUSG00000071516							Hist1h2ai
ENSMUSG00000083333							Magea7-ps
ENSMUSG00000112643							RP23-136K21.4
ENSMUSG00000084811							1700092E19Rik
ENSMUSG00000030082	ENSG00000058262	SEC61A1	ortholog_one2one	1	100	100	Sec61a1
ENSMUSG00000030324	ENSG00000163914	RHO	ortholog_one2one	1	94.8276	94.8276	Rho
ENSMUSG00000080885							Rpl10-ps6
ENSMUSG00000051817	ENSG00000177732	SOX12	ortholog_one2one	1	95.2229	94.9206	Sox12
ENSMUSG00000036992	ENSG00000132661	NXT1	ortholog_one2one	1	98.5714	98.5714	Nxt1
ENSMUSG00000097343							9030407P20Rik
ENSMUSG00000101309							Gm29397
ENSMUSG00000024663	ENSG00000167994	RAB3IL1	ortholog_one2one	1	85.6397	85.8639	Rab3il1
ENSMUSG00000108067							Gm43953
ENSMUSG00000108076							9530086O07Rik
ENSMUSG00000050520	ENSG00000156284	CLDN8	ortholog_one2one	1	82.6667	82.6667	Cldn8
ENSMUSG00000107954							Gm43942
ENSMUSG00000107448							Gm43947
ENSMUSG00000035357	ENSG00000121440	PDZRN3	ortholog_one2one	1	94.826	94.5591	Pdzrn3
ENSMUSG00000090610							Gm3571
ENSMUSG00000082444							Gm14709
ENSMUSG00000020420							Zfp607a
ENSMUSG00000074682	ENSG00000247315	ZCCHC3	ortholog_one2one	1	87	86.3524	Zcchc3
ENSMUSG00000020020	ENSG00000136014	USP44	ortholog_one2one	0	65.9406	46.7697	Usp44
ENSMUSG00000073085	ENSG00000234469	CLDN34	ortholog_one2many	0	36.4929	35.9813	Cldn34b4
ENSMUSG00000112368							RP24-491I24.2
ENSMUSG00000112553							RP24-151D9.9
ENSMUSG00000104719							4933437G19Rik
ENSMUSG00000101623							Gm21245
ENSMUSG00000102073							Gm6818
ENSMUSG00000038489	ENSG00000177700	POLR2L	ortholog_one2one	1	100	100	Polr2l
ENSMUSG00000101708							Gm28453
ENSMUSG00000045331							2310079G19Rik
ENSMUSG00000100996							Gm29169
ENSMUSG00000027439	ENSG00000125812	GZF1	ortholog_one2one	1	82.5779	81.9972	Gzf1
ENSMUSG00000081118							Gm6758
ENSMUSG00000037583	ENSG00000131910	NR0B2	ortholog_one2one	1	77.6923	78.5992	Nr0b2
ENSMUSG00000031393	ENSG00000169057	MECP2	ortholog_one2one	1	94.2116	94.7791	Mecp2
ENSMUSG00000030177	ENSG00000120647	CCDC77	ortholog_one2one	1	80.9816	81.1475	Ccdc77
ENSMUSG00000099781							Gm28583
ENSMUSG00000060198							Gm11353
ENSMUSG00000052698	ENSG00000171914	TLN2	ortholog_one2one	1	98.7018	98.7018	Tln2
ENSMUSG00000107548							Gm43866
ENSMUSG00000028743	ENSG00000211454	AKR7L	ortholog_one2many	0	77.1117	85.7576	Akr7a5
ENSMUSG00000028743	ENSG00000053371	AKR7A2	ortholog_one2many	1	86.1035	88.0223	Akr7a5
ENSMUSG00000028743	ENSG00000162482	AKR7A3	ortholog_one2many	1	75.7493	83.9879	Akr7a5
ENSMUSG00000107887							Gm43950
ENSMUSG00000107720							Gm43946
ENSMUSG00000097834							Gm26911
ENSMUSG00000096750							Gm11757
ENSMUSG00000073650	ENSG00000158428	CATIP	ortholog_one2one	1	50.6986	65.6331	Catip
ENSMUSG00000100981							Gm29072
ENSMUSG00000107806							Gm19726
ENSMUSG00000102862							Gm37640
ENSMUSG00000107427							Gm43948
ENSMUSG00000081163							Defa-ps12
ENSMUSG00000027287	ENSG00000092531	SNAP23	ortholog_one2one	1	82.8054	86.7299	Snap23
ENSMUSG00000050756							Defb6
ENSMUSG00000107659							Gm44170
ENSMUSG00000090515	ENSG00000206107	KRTAP27-1	ortholog_one2one	1	52.9703	51.6908	Krtap27-1
ENSMUSG00000051510	ENSG00000197063	MAFG	ortholog_one2one	1	98.7654	98.7654	Mafg
ENSMUSG00000049676	ENSG00000099338	CATSPERG	ortholog_one2many	1	55.3734	52.459	Catsperg1
ENSMUSG00000081175							Gm5793
ENSMUSG00000110387							Gm45478
ENSMUSG00000031672	ENSG00000125166	GOT2	ortholog_one2one	1	94.6512	94.6512	Got2
ENSMUSG00000014850	ENSG00000113318	MSH3	ortholog_one2one	1	81.2785	78.2762	Msh3
ENSMUSG00000101515							Gm21899
ENSMUSG00000023467	ENSG00000104804	TULP2	ortholog_one2one	1	50.1779	54.2308	Tulp2
ENSMUSG00000021111	ENSG00000090060	PAPOLA	ortholog_one2one	1	96.2111	95.4362	Papola
ENSMUSG00000019143	ENSG00000112855	HARS2	ortholog_one2one	1	83.7624	83.5968	Hars2
ENSMUSG00000100294							1700034K08Rik
ENSMUSG00000002458	ENSG00000171700	RGS19	ortholog_one2one	1	80.6584	90.3226	Rgs19
ENSMUSG00000108211							Gm44130
ENSMUSG00000053080	ENSG00000188070	C11orf95	ortholog_one2one	1	88.3481	88.3481	2700081O15Rik
ENSMUSG00000002222	ENSG00000153561	RMND5A	ortholog_one2one	1	100	100	Rmnd5a
ENSMUSG00000102509							Gm37368
ENSMUSG00000099559							Gm29063
ENSMUSG00000106713							Gm42645
ENSMUSG00000025512	ENSG00000177830	CHID1	ortholog_one2one	1	89.1414	84.4498	Chid1
ENSMUSG00000085450							Gm13686
ENSMUSG00000106776							Gm42646
ENSMUSG00000108314							Prkcz2
ENSMUSG00000099637							Gm28737
ENSMUSG00000034254	ENSG00000204310	AGPAT1	ortholog_one2one	1	90.5263	91.1661	Agpat1
ENSMUSG00000087575							Gm12976
ENSMUSG00000099565							Gm28738
ENSMUSG00000025138	ENSG00000187531	SIRT7	ortholog_one2one	1	93.2836	93.75	Sirt7
ENSMUSG00000071984	ENSG00000164694	FNDC1	ortholog_one2one	1	70.6697	64.6251	Fndc1
ENSMUSG00000110711							Gm45760
ENSMUSG00000034675	ENSG00000113758	DBN1	ortholog_one2one	1	78.4703	85.0998	Dbn1
ENSMUSG00000031394	ENSG00000268221	OPN1MW	ortholog_one2many	1	88.3008	87.0879	Opn1mw
ENSMUSG00000031394	ENSG00000269433	OPN1MW3	ortholog_one2many	1	88.3008	87.0879	Opn1mw
ENSMUSG00000031394	ENSG00000102076	OPN1LW	ortholog_one2many	1	88.3008	87.0879	Opn1mw
ENSMUSG00000031394	ENSG00000166160	OPN1MW2	ortholog_one2many	1	88.3008	87.0879	Opn1mw
ENSMUSG00000020548							1700086D15Rik
ENSMUSG00000100551							Gm19503
ENSMUSG00000041716	ENSG00000170270	GON7	ortholog_one2many	0	54.6667	41	Gm20604
ENSMUSG00000083935							Gm12294
ENSMUSG00000047407	ENSG00000177426	TGIF1	ortholog_one2one	1	81.6393	62.0948	Tgif1
ENSMUSG00000069310							Hist1h3c
ENSMUSG00000064030	ENSG00000170473	PYM1	ortholog_one2one	1	90.1478	89.7059	Pym1
ENSMUSG00000020549	ENSG00000006744	ELAC2	ortholog_one2one	1	81.7088	82.2034	Elac2
ENSMUSG00000080999							Gm11336
ENSMUSG00000011486	ENSG00000181240	SLC25A41	ortholog_one2one	1	85.2564	71.8919	Slc25a41
ENSMUSG00000096458	ENSG00000165943	MOAP1	ortholog_one2one	1	76.7045	76.9231	Moap1
ENSMUSG00000093592							Vmn2r-ps122
ENSMUSG00000007570	ENSG00000112039	FANCE	ortholog_one2one	0	71.3615	28.3582	Fance
ENSMUSG00000105865							Gm34144
ENSMUSG00000075031	ENSG00000276410	HIST1H2BB	ortholog_one2one	0	97.619	97.619	Hist1h2bb
ENSMUSG00000050704	ENSG00000186971	KRTAP13-4	ortholog_many2many	0	47.1264	51.25	2310061N02Rik
ENSMUSG00000050704	ENSG00000182816	KRTAP13-2	ortholog_many2many	1	54.5977	54.2857	2310061N02Rik
ENSMUSG00000050704	ENSG00000198390	KRTAP13-1	ortholog_many2many	0	55.7471	56.3953	2310061N02Rik
ENSMUSG00000024462	ENSG00000204681	GABBR1	ortholog_one2one	1	98.75	98.6472	Gabbr1
ENSMUSG00000106681							Gm43004
ENSMUSG00000091771							Vmn2r103
ENSMUSG00000023004	ENSG00000123416	TUBA1B	ortholog_one2one	1	100	100	Tuba1b
ENSMUSG00000093426							Vmn2r-ps123
ENSMUSG00000045835	ENSG00000112273	HDGFL1	ortholog_one2one	0	38.8693	43.8247	Hdgfl1
ENSMUSG00000018239	ENSG00000155329	ZCCHC10	ortholog_one2one	1	78.6517	72.9167	Zcchc10
ENSMUSG00000029204	ENSG00000168421	RHOH	ortholog_one2one	1	96.8586	96.8586	Rhoh
ENSMUSG00000096751							Gm28373
ENSMUSG00000091931	ENSG00000170270	GON7	ortholog_one2many	1	65.3061	64	Gon7
ENSMUSG00000079525	ENSG00000234469	CLDN34	ortholog_one2many	0	35.7143	35.0467	Cldn34d
ENSMUSG00000010760	ENSG00000181649	PHLDA2	ortholog_one2one	1	58.3333	55.2632	Phlda2
ENSMUSG00000020419	ENSG00000176635	HORMAD2	ortholog_one2one	1	76.7974	76.5472	Hormad2
ENSMUSG00000068078	ENSG00000240432	KRTAP13-3	ortholog_one2many	0	42.9907	53.4884	2310034C09Rik
ENSMUSG00000105478							Gm43285
ENSMUSG00000082263							Gm11188
ENSMUSG00000081653							Gm11354
ENSMUSG00000095174							Gm20069
ENSMUSG00000045055							Rpsa-ps2
ENSMUSG00000100006							Gm21971
ENSMUSG00000028280	ENSG00000146276	GABRR1	ortholog_one2one	1	93.9583	94.1545	Gabrr1
ENSMUSG00000102953							Gm37019
ENSMUSG00000104285							Gm37458
ENSMUSG00000015467	ENSG00000241404	EGFL8	ortholog_one2one	1	80.2048	80.2048	Egfl8
ENSMUSG00000098530	ENSG00000170270	GON7	ortholog_one2many	0	51.8519	42	Gm28051
ENSMUSG00000046826	ENSG00000177558	FAM187B	ortholog_one2one	0	48.324	46.8835	Fam187b
ENSMUSG00000100357							Gm28181
ENSMUSG00000028116	ENSG00000172399	MYOZ2	ortholog_one2one	1	88.2576	88.2576	Myoz2
ENSMUSG00000063253	ENSG00000153130	SCOC	ortholog_one2one	1	71.2	55.9748	Scoc
ENSMUSG00000057963	ENSG00000100605	ITPK1	ortholog_one2one	1	92.6014	93.7198	Itpk1
ENSMUSG00000101355	ENSG00000273983	HIST1H3G	ortholog_one2many	0	100	100	Hist1h3h
ENSMUSG00000101355	ENSG00000277775	HIST1H3F	ortholog_one2many	0	100	100	Hist1h3h
ENSMUSG00000082108							Gm13777
ENSMUSG00000008604	ENSG00000160803	UBQLN4	ortholog_one2one	1	92.953	92.1797	Ubqln4
ENSMUSG00000104456							Gm37825
ENSMUSG00000028850	ENSG00000198746	GPATCH3	ortholog_one2one	1	84.5714	84.5714	Gpatch3
ENSMUSG00000087415							Gm14529
ENSMUSG00000100622	ENSG00000182952	HMGN4	ortholog_many2many	0	54.6218	72.2222	Gm20379
ENSMUSG00000100622	ENSG00000198830	HMGN2	ortholog_many2many	0	57.9832	76.6667	Gm20379
ENSMUSG00000045441	ENSG00000185477	GPRIN3	ortholog_one2one	1	58.9777	57.9897	Gprin3
ENSMUSG00000071169							Defb46
ENSMUSG00000100182							1810006J02Rik
ENSMUSG00000006270	ENSG00000148704	VAX1	ortholog_one2one	1	95.2663	96.4072	Vax1
ENSMUSG00000063935	ENSG00000182223	ZAR1	ortholog_one2one	0	49.8615	42.4528	Zar1
ENSMUSG00000039785							Defb5
ENSMUSG00000086827							4930461C15Rik
ENSMUSG00000091732							Gm17541
ENSMUSG00000020328	ENSG00000170584	NUDCD2	ortholog_one2one	1	99.3631	99.3631	Nudcd2
ENSMUSG00000045672	ENSG00000196739	COL27A1	ortholog_one2one	1	81.4634	80.8064	Col27a1
ENSMUSG00000081901							Gm15357
ENSMUSG00000111893							RP23-395L3.2
ENSMUSG00000024563	ENSG00000175387	SMAD2	ortholog_one2one	1	99.5717	99.5717	Smad2
ENSMUSG00000020640	ENSG00000198399	ITSN2	ortholog_one2one	1	93.0036	90.8662	Itsn2
ENSMUSG00000112578							RP23-395L3.3
ENSMUSG00000039775							Defb3
ENSMUSG00000080076							Hist1h2aj
ENSMUSG00000052951							C130021I20Rik
ENSMUSG00000108126							Gm43909
ENSMUSG00000082236							Gm11355
ENSMUSG00000030256	ENSG00000123095	BHLHE41	ortholog_one2one	1	77.8049	66.1826	Bhlhe41
ENSMUSG00000096807	ENSG00000158373	HIST1H2BD	ortholog_one2one	0	100	100	Hist1h2bm
ENSMUSG00000087674							4930447M23Rik
ENSMUSG00000072235	ENSG00000167552	TUBA1A	ortholog_one2one	1	100	100	Tuba1a
ENSMUSG00000093642							Vmn2r-ps124
